0	12
0.000283688	11.48693587
0.00070922	11.0023753
0.001276596	10.43230404
0.001702128	10.00475059
0.00212766	9.57719715
0.002411348	9.178147268
0.002836879	8.693586698
0.003262411	8.380047506
0.003687943	7.980997625
0.004113475	7.581947743
0.004397163	7.35391924
0.004822695	6.926365796
0.005390071	6.612826603
0.005815603	6.356294537
0.006099291	6.071258907
0.006524823	5.814726841
0.006808511	5.501187648
0.00751773	5.301662708
0.007801418	5.13064133
0.00822695	4.845605701
0.008510638	4.617577197
0.009503546	4.247030879
0.010070922	3.819477435
0.010496454	3.648456057
0.01106383	3.534441805
0.011347518	3.39192399
0.012056738	3.135391924
0.01248227	3.021377672
0.012765957	2.992874109
0.012907801	2.793349169
0.014042553	2.479809976
0.014326241	2.42280285
0.013475177	2.622327791
0.015035461	2.194774347
0.015460993	2.109263658
0.015886525	2.023752969
0.016028369	1.966745843
0.016312057	1.909738717
0.016879433	1.795724466
0.017163121	1.767220903
0.017730496	1.653206651
0.018156028	1.567695962
0.018723404	1.482185273
0.019007092	1.425178147
0.019858156	1.282660333
0.02070922	1.140142518
0.021985816	1.026128266
0.022695035	0.96912114
0.023404255	0.912114014
0.024822695	0.7695962
0.023971631	0.855106888
0.025673759	0.684085511
0.027092199	0.570071259
0.029361702	0.456057007
0.031489362	0.399049881
0.032765957	0.256532067
0.034609929	0.228028504
0.036453901	0.199524941
0.038723404	0.171021378
0.041134752	0.085510689
0.044539007	0.085510689
0.054468085	0
0.085106383	0

